,emotion,cos_sim,amt_dialog_id,amt_dialog,os_dialog_id,os_dialog
1713,Agreeing,0.9227,6613537,"- Oh , that 's really bad .",2422260,"- Too bad about Stevens .
- Yeah . Too bad ."
1714,Agreeing,0.9227,2061843,"- Isn 't this nice ?
- Yeah , it 's great .",298710,"- Okay , now , big push . Big push .
- Push , push , push .
- Great . Here we go .
- Good , that 's beautiful ."
1715,Agreeing,0.9227,7526221,- That 's right . Very good !,3449531,"- Come on then ! Okay !
- Very good"
1716,Agreeing,0.9227,7526221,- That 's right . Very good !,17574,"- What do you think we should do about this ?
- We 'll figure it out . We 're spies .
- Calder 's a spy too . He 's going to be scrutinizing our every move .
- I think we should go silent on this one .
- You think we should stop talking to each other ?
- At least until Calder trusts us .
- It doesn 't help us in the short term . Calder 's almost certainly working for Henry . We don 't know why he 's sending you to Vienna . We don 't know that his intel 's even real . He certainly found the money transfers between Stavros and the Chens quickly . I know it won 't be easy , but I think it 's the prudent play .
- Annie , this is dangerous . It could be a trap . Ever since I came up here from the Farm , talking to you was the way I made sense of this job , of this life . But I think we should try this .
- We 're good .
- Yeah , we 're good ."
1717,Agreeing,0.9226,8765039,"- All of a sudden , I don 't know what to say .
- Neither do I.",5890962,"- But I have no choice .
- Neither do I."
1718,Agreeing,0.9226,915228,- Yeah I know .,2387750,"- Don 't be a fool . It 's not only them , they 've got 20 men . You haven 't got a chance .
- Yeah . I know ."
1719,Agreeing,0.9226,7526221,- That 's right . Very good !,3549272,"- This store 's ice cream is great ... I 've had it once .
- Yeah , me too .
- Its really good ."
1720,Agreeing,0.9226,7526221,- That 's right . Very good !,1762353,"- "" Enjoy each moment . Happiness is now . UNISON : Ah . VIRGIL : That 's good , baby . MARY : That 's nice .
- Really good ."
1721,Agreeing,0.9226,7087478,- You were right !,7366043,"- Hey . Heeey !
- I 'm sooo worshipping your "" Gwynethness "" .
- Calvin ? Soo Calvin .
- But , hi , Brooke , mutual admiration society ... ... is screeching to a dead halts . Why ?
- Baby blue is so "" last year "" .
- Thank god , I 've brought reinforcements .
- Front colour , top shelf .
- Okay ... this is ugly . Who would wanna wear this ?
- Everybody , after we do . You know , I think I 'm gonna go bare . I 'm gonna create a naked zen millenium kind of a look .
- Genious . Thank you .
- Okay , check it out : I spent all morning copying these things . I was so exhausted from like ( ? ) goes manual labour of it all . Hey , broke a nail . I 'm just hoping get a slice splendids . ( ? ) Nick , no way . My dad will kill me if he finds out I 'm throwing a party .
- He doesn 't have to know . He would be out of town . He 's always out of town , Brooke . The first party of the year creates the social Siberia . And I for one do not intend to be left out in the cold . Besides , if you back we will be wearing Monica knee-pads for the rest of the semester . Yeeow .
- You 're right . Of course , I am .
- You 're so right ."
1722,Agreeing,0.9226,915228,- Yeah I know .,3614886,"- I 'll be buried here too .
- I know ."
1723,Agreeing,0.9224,915228,- Yeah I know .,6230048,"- Shameless .
- How 's the flow ?
- There 's some particularly fine lookin ' women up there in St. Augustine .
- Like you 'd know .
- I do know ."
1724,Agreeing,0.9222,6613537,"- Oh , that 's really bad .",1493882,"- Let it go ! Go away !
- You fool . You 're a fool ... You are a shameless person ... You hear me ! You wanted to trick me ... I don 't feel like living myself at times . I want to die , so that everyone would cry and feel sorry for me , Bastards .
- I hit you .
- That 's terrible ."
1725,Agreeing,0.9221,6613537,"- Oh , that 's really bad .",7620189,"- We should not ... introduce ourselves ... so bad ... dresses ... someone 's home .
- It is so bad ."
1726,Agreeing,0.9221,2061843,"- Isn 't this nice ?
- Yeah , it 's great .",443382,"- Whee !
- Oh ! That 's wonderful !"
1727,Agreeing,0.9221,2061843,"- Isn 't this nice ?
- Yeah , it 's great .",3975805,"- And , what does this job consist of ?
- I would like you to find a grimoire . A true grimoire , with power . One used by real sorcerers .
- A grimoire ?
- Without exceptions , grimoires are collections of the knowledge of troublemakers . There 's not a worthwhile person who seeks out these books . And there are shady operations that run a monopoly when it comes to these books . If the Black Lodge is in the way , no matter how many lives I have , they won 't be enough . For that reason , the payment will reflect the risk .
- Won 't you accept it , Mr. Daijuji ?
- Shall we start with the cost of the contract and expenses ?
- I accept !
- I 'm counting on you , Mr. Daijuji .
- Leave it to me ! So I get this huge job and a pile of money as pay .
- The world isn 't so bad after all !
- That 's wonderful ."
1728,Agreeing,0.9221,7648542,"- Mom , can I ride with you ?
- sure .",7722684,"- may i come in ?
- sure ."
1729,Agreeing,0.9221,7648542,"- Mom , can I ride with you ?
- sure .",5364033,"- from your wife ?
- that 's right .
- have you replied ?
- well , the thing is ... she 'll be eagerly waiting for it .
- can i come down ?
- sure ."
1730,Agreeing,0.922,8055869,- I WILL ALWAYS ...,980023,"- I want to help you , but I also don 't want to lose you . You 've always been there for me .
- I always will ."
1731,Agreeing,0.922,915228,- Yeah I know .,459610,"- I had takenVada while I was in College .
- Yeah , I know"
1732,Agreeing,0.922,7526221,- That 's right . Very good !,5231678,"- You were really good today .
- Really good ."
1733,Agreeing,0.922,4902050,"- Would you both stay , just for a little bit ?
- Of course we will .",8200385,"- So you 're clairvoyant now ?
- I 'm not clairvoyant . It only happened once . All right , can you tell me what 's gonna happen between me and spaceboy ? That 's probably beyond my capabilities .
- Yeah , tell me about it .
- Well , at least we 'll always have each other , right ?
- Yeah , of course we will ."
1734,Agreeing,0.9218,915228,- Yeah I know .,8312450,"- It 's gonna be okay .
- I know ."
1735,Agreeing,0.9218,571206,"- Do you believe me about ghouls now ?
- Yeah , I 'm getting there .",3573254,"- Are you starting to trust me ?
- I 'm getting there ."
1736,Agreeing,0.9218,7526221,- That 's right . Very good !,2285010,"- I 'm not afraid of him anymore .
- That 's good !"
1737,Agreeing,0.9218,7526221,- That 's right . Very good !,31730,"- So , now you know .
- Yeah . We 're good ."
1738,Agreeing,0.9218,6613537,"- Oh , that 's really bad .",1665111,"- Fernando , I got curious .
- That eye of yours , how did you lose it ?
- That was some mean business . Tell your story .
- I hit a shelf at home . Nine operations . One meaner than the other . Transplant , implant , I did everything they could . It was no use . I ended up losing my eye .
- That 's too bad ."
1739,Agreeing,0.9217,950570,"- Yeah , I will .",8398249,"- Take care of yourself , Dad , okay ?
- Yeah , you too . And remember to send me the girls ' shoe sizes , okay ?
- Yeah , I will ."
1740,Agreeing,0.9217,5741897,"- If there was something wrong , you 'd tell me ... right ?
- Sure .",3826865,"- Her Majesty is arriving ...
- Are you going out now ?
- Yes . Your body has not fully recovered yet .
- I 'm quite well . Please don 't worry . My servants tell me His Majesty is distressed . Do you know what is troubling him ?
- I 've heard that he drinks to sleep .
- Can you help me find out why ?
- Sure ."
1741,Agreeing,0.9217,7526221,- That 's right . Very good !,1031853,"- Memory recall is improved when attempted in the same environment as the original memory trace .
- Yeah , that 's good ."
1742,Agreeing,0.9217,3169022,- I understand .,7039577,"- Yes Mrs. Chung is complaining Please go and see
- I understand"
1743,Agreeing,0.9216,915228,- Yeah I know .,996338,"- Char , there 's like five bottles of whiskey back there .
- Yeah . I know ."
1744,Agreeing,0.9215,7087478,- You were right !,2904923,"- Didn 't I tell you ? Just like I said .
- Nice and easy .
- You were right ."
1745,Agreeing,0.9214,915228,- Yeah I know .,5265765,"- We did the best we could , Boots .
- Yeah . I know ."
1746,Agreeing,0.9213,4771295,- I know what happened .,4256819,"- Hello ? In here .
- Hey Sal . How are you holding up ?
- You ought to know . You got one uniform or another shadowing me all the time . Until we know what happened , I 'm not taking any chances .
- I know what happened ."
1747,Agreeing,0.9213,7526221,- That 's right . Very good !,8623924,"- ALL RIGHT . COME ON IN .
- WELL , ALL RIGHTY .
- OK . THIS IS NICE ."
1748,Agreeing,0.9211,2061843,"- Isn 't this nice ?
- Yeah , it 's great .",5279750,"- Hi . I 'm Sam Murray , your lawyer .
- Greetings , Sam . I 'm Crimson Hollingsworth of the ojibway nation .
- Oh , are you native ?
- A large fraction , yes .
- Excellent . Anyway , I just - come on in .
- Oh . Very nice ."
1749,Agreeing,0.9211,915228,- Yeah I know .,6250003,"- No room on the shoulder .
- Water . They ve seen you .
- Yeah , we know ."
1750,Agreeing,0.9211,7526221,- That 's right . Very good !,3421931,"- Good career move Will .
- Real good ."
1751,Agreeing,0.9208,6613537,"- Oh , that 's really bad .",4216611,"- Poor Nicki .
- I can 't help but feel guilty about being here . I know but life has to go on . Margie started her morning sickness . Thought it 'd do you good to get out .
- Poor Roman .
- Oh , that 's terrible ."
1752,Agreeing,0.9208,915228,- Yeah I know .,1239173,"- Nick , I 'm ... I 'm glad it was me , all right ? I mean , you 're my little brother . I never doubted that .
- Yeah , I know ."
1753,Agreeing,0.9207,5098307,"- So , did you talk to him ?
- yeah .",60646,"- Everybody okay ?
- Yeah ."
1754,Agreeing,0.9207,7087478,- You were right !,309583,"- Some wedding , huh ? It 's my first two-fer .
- Yeah . Congratulations . You , too .
- Yeah . You know , you were right ."
1755,Agreeing,0.9207,7526221,- That 's right . Very good !,3518241,"- Good career move , Will .
- Real good ."
1756,Agreeing,0.9207,46313,- That 's a great idea .,8123388,"- This is really good , Mariel . Thank you .
- Jesse ?
- Very good . Can we call daddy , mom , to see if he 's found Larkin yet ?
- That 's a great idea ."
1757,Agreeing,0.9206,7526221,- That 's right . Very good !,671478,"- These are good !
- They look good ."
1758,Agreeing,0.9205,6613537,"- Oh , that 's really bad .",5399210,"- So who are the two Americans at the airport ?
- Listen , I just got this over the radio . Clear out of that airport , now .
- How did they find out we were here ? Does it matter ?
- That 's a fair point . We 'll wait for the pilot and take off . Where 's the pilot ?
- He went to see about getting us refuelled like 20 minutes ago .
- More like 30 minutes ago . Where the hell is he ?
- I think he 's right there .
- Oh , that 's not good .
- That 's definitely not good ."
1759,Agreeing,0.9205,915228,- Yeah I know .,3771849,"- Jane 's not here
- Yeah . I know"
1760,Agreeing,0.9205,6613537,"- Oh , that 's really bad .",949744,"- It won 't come in here .
- No . This is not good .
- Not good ."
1761,Agreeing,0.9204,2448963,"- Let that be a lesson to you .
- Yes , indeed !",5282897,"- Let 's do this . How ? You can not fly ?
- Good time to learn .
- Yes , that is ."
1762,Agreeing,0.9203,7526221,- That 's right . Very good !,6407464,"- Got a lot of goods this time , right ?
- We really can 't complain . Everybody will get his share .
- That 's for you . Thank you very much !
- You 're welcome , son ! I 'll let you know if there 's another bank which can be robbed !
- Very good !"
1763,Agreeing,0.9202,2061843,"- Isn 't this nice ?
- Yeah , it 's great .",1721254,"- All right , he said , "" Do you like it ?
- It 's wonderful . Wonderful ."
1764,Agreeing,0.9201,915228,- Yeah I know .,8193855,"- It 's when he wants her to recognize him
- I know
- Well , I guess I know"
1766,Agreeing,0.9201,6613537,"- Oh , that 's really bad .",421968,"- Oops , sorry . Nice shot .
- That was terrible ."
1767,Agreeing,0.92,6613537,"- Oh , that 's really bad .",5441626,"- I 'm losing my energy . I 'm changing back into a fox .
- This is bad ."
2206,Angry,0.9585,4307311,- Fucking hell !,3646335,"- Argh !
- Oh , bloody hell !"
2207,Angry,0.9556,4307311,- Fucking hell !,4686571,"- They 've left us some buns .
- We 've four fucking buns !
- What sort of buns ? Iced . What colour ? Pink .
- Pink ! How did they know ?
- Ah , fucking hell . Eh ?
- Fucking hell !"
2208,Angry,0.9549,4307311,- Fucking hell !,6047804,"- Yeah . It 's great , right ?
- You know what , man , fucking hell , let me tell you .
- Fucking hell !"
2209,Angry,0.9534,4307311,- Fucking hell !,258733,"- I told you , piss off . I 'm just so , so sorry .
- Yeah , I know .
- No , I mean for trying to stop you having your own life . I 've failed at everything - career , love ... I just didn 't want to admit I 'd failed at being a sister as well , you know ? Is that them ?
- No . Over there . Fuckin ' hell .
- Fucking hell !"
2210,Angry,0.9469,4307311,- Fucking hell !,5747292,"- Terri .
- Fucking hell !"
2211,Angry,0.9467,7246681,- Scum !,2920428,"- Excuse me . I can 't see my name . I 'm new .
- You don 't speak to us . You 're a scum , aren 't you ?
- I don 't know . Of course he 's a scum .
- You 're blocking my view , scum .
- Scum !"
